,year,bcc-csm1-1,CCSM4,CSIRO-Mk3L,FGOALS-gl,GISS-E2-R,HadCM3,IPSL-CM5A-LR,MIROC-ES2L,MPI-ESM-P,MRI-CGCM3,MRI-ESM2-0,CESM1-LME,CESM2,MPI-ESM1-2-LR,EC-Earth3-Veg-LR,MIROC-ESM,INM-CM4-8
293,1143,286.8427381,284.9762813,287.1673808,286.8587326,287.5181327,286.5493613,285.0905457,287.9343,286.7519188,286.8511604,287.3046983,286.3567753,284.7980457,286.5387374,286.9991457,287.8091037,286.6898499
294,1144,286.7256181,285.0663468,287.2061255,286.9781575,287.5576111,286.5118161,285.0750657,288.0638,286.7471121,286.889281,287.2638625,286.2531756,284.8325738,286.467263,286.8942624,287.8439969,286.7068787
295,1145,286.841124,284.8006703,287.2558618,286.7813768,287.4962655,286.5817502,284.9186381,288.1726,286.5927798,286.8833243,287.3713431,286.3336417,284.6998581,286.4431593,286.9280834,287.7098781,286.6244202
296,1146,286.9222643,284.7553841,287.2775224,286.7878551,287.4569945,286.6861823,284.8602337,288.15408,286.7113943,286.8713427,287.3924553,286.4579464,284.7073832,286.564037,286.8220767,287.7174827,286.6399231
297,1147,286.8051879,284.7429885,287.2659432,287.052144,287.4732155,286.4973311,285.1897859,288.09494,286.6806334,286.8643416,287.4506306,286.4257689,284.8926663,286.6429614,286.8142586,287.9047247,286.6667175
298,1148,286.7982605,284.7706707,287.25198,286.9593314,287.5053563,286.5827765,285.1173473,288.1253,286.715536,286.8608661,287.4618787,286.2017213,284.8100763,286.5358003,286.948471,287.8212615,286.6180725
299,1149,286.8404945,284.8710347,287.1732655,286.8912919,287.5503946,286.7938201,284.9498084,288.14374,286.750495,286.7944714,287.4735461,286.1834631,284.9990377,286.4043429,286.903438,288.0122207,286.5716858
300,1150,286.7540691,284.9256212,287.1672998,286.8470997,287.5801327,286.5141002,285.0399763,288.2232,286.7504411,286.7318274,287.5491612,286.2344807,284.9921719,286.4741154,287.0146786,288.0052824,286.5904846
301,1151,286.8911072,284.6722281,287.1649839,287.0641988,287.5942935,286.3237465,285.0641703,288.28122,286.5780135,286.8837002,287.4029349,286.3591048,284.658043,286.5846649,287.0287095,287.6676208,286.702179
302,1152,286.94139,284.7123724,287.2430826,287.1204834,287.5974088,286.3998226,285.0369039,288.17236,286.5628138,286.9843151,287.4789921,286.6529148,284.5981055,286.6146222,287.1155639,287.6070496,286.7513428
303,1153,286.9259862,284.8826169,287.2393753,286.7668286,287.603652,286.5858269,284.8593959,288.18463,286.5428758,286.7639941,287.5083223,286.7303641,284.9038291,286.5311732,286.8457819,287.9160056,286.727417
304,1154,287.0301257,284.7857956,287.1376917,286.716955,287.4697822,286.7549835,284.8458028,288.10202,286.507042,286.770745,287.3121548,286.3725716,284.9407094,286.4888065,286.9334455,287.9532757,286.733429
305,1155,286.9906508,284.8181198,287.1002498,286.9808242,287.4437862,286.802245,285.0024065,288.0253,286.6826007,286.7661005,287.3863635,286.1569169,284.6989327,286.3495171,287.0264338,287.7089429,286.6604004
306,1156,286.8163784,284.8845567,287.1316348,286.9176424,287.5255804,286.544116,284.9540338,288.17062,286.7831544,286.8100659,287.3812695,286.1041831,284.6727475,286.5497433,287.0279898,287.6824808,286.6313171
307,1157,286.893312,284.9304126,287.160982,286.8649256,287.5796073,286.5943171,284.9756139,288.1236,286.7918727,286.8491419,287.2936789,286.3492264,284.9652958,286.6014939,287.1217522,287.9781222,286.6531067
308,1158,286.8468081,284.7451038,287.2403394,287.0606544,287.5995291,286.5115672,285.0231994,288.2705,286.8994021,286.7374799,287.3611739,286.5845108,284.9275271,286.5509218,287.050409,287.9399541,286.7316284
309,1159,286.7262542,284.5936906,287.2634174,286.9208731,287.638129,286.599723,284.9706753,288.23907,286.8497976,286.7698203,287.4032069,286.4783909,284.7710522,286.3808344,287.1482038,287.7818249,286.7729797
310,1160,286.8489376,284.6889983,287.1833433,286.8723654,287.5884342,286.5240366,284.9283625,287.9311,286.6548242,286.8036036,287.3610128,286.5002532,284.9323983,286.4054486,286.9945766,287.9448768,286.7301636
311,1161,286.7880181,284.7372034,287.1657479,286.9307774,287.5367012,286.5678907,285.0212187,287.96964,286.6862575,286.8733737,287.4273762,286.4563701,284.9008154,286.4921479,287.041328,287.91296,286.7115173
312,1162,286.9272312,284.718892,287.0617141,287.0034089,287.404501,286.575815,284.9974056,288.12064,286.9508971,286.6846326,287.2521025,286.4381786,284.5890014,286.5334859,287.2719942,287.5978493,286.7645569
313,1163,286.9501044,284.8209226,287.0763258,286.8801365,287.5334502,286.6643059,284.9439457,288.18555,286.9126334,286.5789266,287.3565892,286.4370975,284.6985923,286.5515046,287.2055865,287.7085988,286.7568359
314,1164,286.9716046,284.9334345,287.0343844,286.8861728,287.5410653,286.5874126,284.8556064,288.0685,286.68009,286.5473168,287.2904939,286.3840045,284.8626224,286.2639148,287.1656277,287.8743631,286.6933289
315,1165,286.8060141,284.8533036,287.0463829,286.8807105,287.4153303,286.4429452,284.9799171,288.0621,286.503395,286.7259281,287.3045308,286.3794199,284.9063591,286.4156206,287.3685897,287.9185623,286.6410217
316,1166,286.777131,284.7796414,287.0197788,286.9435929,287.3613139,286.4803995,285.0628033,288.19736,286.5552499,286.757249,287.3177948,286.5650254,284.6461081,286.5427029,287.3707376,287.6555598,286.6278687
317,1167,286.9098171,284.7895715,286.9815915,287.01298,287.3740151,286.3666665,285.1967904,288.17496,286.5527801,286.5283425,287.311574,286.4043144,284.7633363,286.4996194,287.1313992,287.7740274,286.6106873
318,1168,286.7767345,284.9851512,287.0711118,286.6967194,287.3741059,286.3377537,284.7872193,288.21545,286.7355638,286.4697479,287.341317,286.1933183,285.0056887,286.4735064,287.3531003,288.0189421,286.662323
319,1169,286.8540058,285.0256529,287.1071928,286.9062729,287.3758906,286.6087726,284.8499029,288.22153,286.4861009,286.5980413,287.2798063,286.1480923,284.8242557,286.5855664,287.2966236,287.8355909,286.6326904
320,1170,286.8677459,284.9642429,286.983572,286.9880884,287.3232941,286.444987,285.0213992,288.14374,286.4877105,286.5405344,287.301663,286.3140043,284.7798923,286.5211497,287.4562184,287.7907584,285.9564514
321,1171,286.790431,284.9156131,287.0404446,286.959009,287.2871307,286.3385773,285.0322338,287.5026,286.3891348,286.6934685,286.8267882,286.5803872,284.173702,286.5446548,287.0037106,287.1781591,285.8078308
322,1172,286.7530406,284.7243995,287.042393,286.6599245,287.3824181,286.4053625,284.988852,287.58865,286.5242519,286.7321571,286.7394553,286.7007049,283.8896576,286.6516002,287.0160772,286.8911116,286.1708069
323,1173,286.8699756,284.7727272,287.0477756,286.7826164,287.4891645,286.40839,284.9282669,287.80887,286.718963,286.8205042,286.8030832,286.2533908,284.0347666,286.7254147,286.9504878,287.0377548,286.3298645
324,1174,286.7333248,284.8871789,287.10302,286.9732031,287.4781916,286.5070931,285.090696,287.86432,286.7001259,286.8173479,286.9651547,286.2031291,284.3901415,286.5279829,287.0170552,287.3968869,286.3780518
325,1175,286.6823794,284.9976042,287.158215,287.0278667,287.4864679,286.3742809,284.9277819,288.0313,286.533649,286.7820619,287.1430999,286.2338281,284.5479613,286.4121328,287.081332,287.5563753,286.4824524
326,1176,286.6908357,284.6471727,287.082711,287.0297616,287.4839665,286.4453261,284.6827615,288.01288,286.4601722,286.8126493,287.1116165,286.246093,284.447358,286.473928,287.1779931,287.4547083,286.5381775
327,1177,286.6470425,284.3238866,287.1053472,286.7134904,287.4228535,286.4865268,284.1055758,288.1841,286.6635006,286.6971284,287.2507695,285.9947577,284.4799807,286.4843383,287.3066523,287.487676,286.543396
328,1178,286.6738864,284.4569962,287.1365768,286.8071857,287.4699012,286.5035729,284.1870269,288.2095,286.7775284,286.768055,287.1698479,286.3638685,284.5764886,286.3375331,287.31022,287.5852043,286.4785767
329,1179,286.6757738,284.6715375,287.2504194,287.0196913,287.3981949,286.5008957,284.4646121,288.08392,286.7973412,286.7147479,287.3933531,286.3153238,284.5971158,286.5202323,287.3980764,287.6060495,286.5006714
330,1180,286.7586192,284.7165077,287.1749253,287.0720712,287.477682,286.4980729,284.5494951,287.90204,286.6791796,286.6651554,287.4183466,286.2444139,284.5847232,286.5631684,287.4207647,287.5935258,286.5705261
331,1181,286.70985,284.7199181,287.2171154,286.915069,287.4673888,286.4680895,284.6496593,288.05133,286.6126312,286.6094499,287.2844241,286.1596875,284.5163213,286.5531579,287.2092842,287.5244008,285.983429
332,1182,286.7039475,284.8100123,287.266018,286.705906,287.4264616,286.539476,284.9029609,288.07413,286.587817,286.7286403,287.1233605,286.2823115,284.393244,286.5585211,287.0653544,287.4000223,286.0767517
333,1183,286.7962466,284.7675687,287.2698722,286.8531026,287.5057802,286.7713094,284.7932099,288.0171,286.6872986,286.7048265,287.2332145,286.3958068,284.133577,286.5355906,287.0867659,287.1376098,286.3369751
334,1184,286.7887913,284.7985162,287.2037996,286.738977,287.413435,286.5356126,284.7733407,287.99442,286.6924517,286.7487476,287.2520796,286.5281588,284.1447992,286.4863657,287.114451,287.1489507,286.3951111
335,1185,286.6979246,284.8499158,287.1622412,286.7023451,287.4129932,286.3711269,284.8379358,288.14694,286.6054222,286.788396,287.2579869,286.6528169,284.4045581,286.5570932,287.1865266,287.411456,286.4944153
336,1186,286.7739403,284.8937114,287.1098724,287.0166832,287.4446599,286.4516234,285.0742248,288.21066,286.5693873,286.6632346,287.186603,286.26601,284.6089757,286.4667336,287.1864271,287.6180348,286.542572
337,1187,286.7899777,285.0595531,287.0937808,287.0505336,287.5274449,286.4115488,284.9707964,287.9234,286.5757743,286.7609911,287.1808078,286.1765122,284.4978554,286.5160941,287.3976396,287.5057396,286.6491089
338,1188,286.7499108,285.0277436,287.1501846,287.0452381,287.6052335,286.5517541,285.0283515,288.02054,286.5526186,286.8642053,287.2952987,286.1803757,284.6323648,286.4180351,287.2998976,287.6416712,286.7132263
339,1189,286.7292242,284.7979346,287.0481511,286.7319109,287.5105464,286.6828751,284.9407412,288.1801,286.5764753,286.6896469,287.3525794,286.2509252,284.6526429,286.5290966,287.478347,287.6621637,286.6446838
340,1190,286.7278634,284.9044625,287.1311076,286.8130847,287.5962298,286.7485236,284.6970467,288.2293,286.6116248,286.6434301,287.4191481,286.5041722,284.6192054,286.6540665,287.4946706,287.6283726,286.3051758
341,1191,286.6762992,284.8305129,287.1501172,286.9934333,287.6481133,286.6642754,284.7051866,288.01755,286.59172,286.6494808,287.1781898,286.6758345,284.3839201,286.4913723,287.193089,287.3905998,286.2687378
342,1192,286.6968925,284.7175163,287.0148107,286.8573941,287.5105476,286.7804313,284.9200471,287.8501,286.6524341,286.7247037,287.0901301,286.6944468,284.3474358,286.5482351,287.0244905,287.3537297,286.3875427
343,1193,286.7168194,284.8301259,286.8918492,286.8909362,287.3910389,286.6567501,285.0371553,288.03522,286.5665203,286.9163923,287.2590132,286.4637329,284.3549931,286.6732107,287.2229719,287.3613669,286.4159851
344,1194,286.6447161,285.0423302,286.947008,286.8665222,287.3664669,286.2880444,284.9793402,288.08716,286.3337147,286.8199414,287.1728387,286.3319052,284.3800512,286.5062862,287.1276902,287.38669,286.5486755
345,1195,286.6333953,284.9341429,287.0305595,286.8242679,287.3867586,286.1466453,284.9204831,288.10947,286.3512342,286.7845245,287.407716,286.4459231,284.6149982,286.4428445,287.1062228,287.624121,286.5093384
346,1196,286.6927998,284.6999095,287.1609476,286.8008403,287.321034,286.0185709,284.9822723,288.07806,286.349298,286.8055094,287.3003986,286.3828149,284.6343077,286.5400537,287.1695265,287.6436346,286.5079651
347,1197,286.618442,284.7395318,287.2307042,286.8301446,287.2980079,286.1848454,284.9915477,288.1129,286.479667,286.758703,287.3127312,286.3678923,284.4858486,286.6765794,287.286298,287.4936059,286.6175842
348,1198,286.6302536,284.8835182,287.2630797,286.9876487,287.4946943,286.1654692,285.1456612,288.10434,286.4374117,286.6105928,287.2836174,286.5672926,284.5781559,286.7068465,287.431726,287.5868891,286.5058899
349,1199,286.6476223,284.9120146,287.1793669,286.7922951,287.5866683,286.4922831,285.0870896,288.41196,286.4810557,286.7005592,287.374164,286.4451948,284.6619564,286.634524,287.2399992,287.6715756,286.3644409
350,1200,286.6518544,284.8501147,287.1586854,286.7265156,287.5425369,286.513974,284.8300613,288.09067,286.6241145,286.7832187,287.3059837,286.3343405,284.6729853,286.6430008,287.3259699,287.6827212,286.4408569
351,1201,286.5803505,284.9478201,287.2473766,286.9824618,287.5043317,286.5675033,285.0401254,288.00146,286.6020847,286.7624762,287.2817864,286.3345756,284.6940786,286.7564263,287.3321314,287.7040374,286.5279541
352,1202,286.6496587,285.0320419,287.1407126,287.044025,287.5457992,286.5009272,285.0049187,288.02176,286.7251201,286.7878298,287.3570461,286.3004263,284.5632013,286.6489591,287.2778498,287.5717764,286.5941162
353,1203,286.5981539,284.8328306,287.2244643,286.8305755,287.5370929,286.4580041,284.8952112,288.0353,286.6720219,286.8495488,287.2868001,286.2502934,284.5207176,286.6341471,287.3026435,287.5288435,286.6079102
354,1204,286.6662802,284.7977223,287.198711,286.9328976,287.5643546,286.4818539,285.0360275,288.05362,286.62497,286.9004374,287.3428139,286.4072071,284.8041109,286.5667212,287.2828,287.815233,286.6280823
355,1205,286.6763686,284.7747733,287.2144764,287.0505535,287.4540405,286.5903674,284.8675697,288.10956,286.4494071,286.8977527,287.3346022,286.4377266,284.9521796,286.579347,287.3944473,287.9648672,286.6155701
356,1206,286.734271,284.8652913,287.1873197,286.9792866,287.5429974,286.4340218,284.955108,288.26645,286.4933299,286.8715322,287.3327737,286.5015969,284.590456,286.5151065,287.491072,287.5993193,286.7316284
357,1207,286.7083986,284.941934,287.1954301,286.7347419,287.6116601,286.4707485,285.0248414,288.03214,286.5577787,286.810425,287.2229575,286.6718329,284.4624145,286.5275712,287.4818216,287.469924,286.6841431
358,1208,286.7891998,284.7990628,287.1086193,286.8398731,287.550234,286.5533991,284.9221556,287.94077,286.5196884,286.7714035,287.3801672,286.7746003,284.5896741,285.9585654,287.5150661,287.5985291,286.5780334
359,1209,286.731674,284.8063805,287.1052171,286.9799264,287.6784227,286.6004232,284.9299115,288.1302,286.4828968,286.7528798,287.2063364,286.329658,284.8449901,285.9220005,287.3997446,287.8565445,286.5487061
360,1210,286.6606092,284.9991233,287.1304677,286.9762412,287.6403337,286.4726632,285.1180464,288.21646,286.4801345,286.788816,287.1349321,286.2934401,284.6410013,286.1466218,287.3902694,287.6503989,286.4700012
361,1211,286.6862473,284.9635783,287.1014427,286.8361377,287.6578378,286.4197191,285.1564957,288.14435,286.7380755,286.6725805,287.2411165,286.3542949,284.5246352,286.2714046,287.3468866,287.5328026,286.5474854
362,1212,286.7661315,284.7356458,287.1965707,286.8903213,287.5009026,286.4949993,284.7740848,288.17523,286.9173798,286.6183323,287.0422043,286.4736175,284.7546266,286.4782812,287.3753963,287.7652256,286.6385803
363,1213,286.7209138,284.45735,287.2530878,287.0051948,287.5831257,286.4988301,284.7746052,288.39273,286.7641902,286.7331724,287.0981626,286.3274886,284.7743227,286.4685813,287.5736487,287.78513,286.6062012
364,1214,286.4308156,284.235108,287.2928581,286.8893037,287.5468829,286.3242525,284.7004441,288.1709,286.4668568,286.7917882,287.2659509,286.2457303,284.7270523,286.3938644,287.5955077,287.7373598,286.6350708
365,1215,286.6159898,284.3942147,287.3251226,286.8147167,287.5955955,286.3984196,284.7973827,288.05023,286.5160257,286.8448052,287.3706326,286.2801527,284.7562098,286.385974,287.5215398,287.7668255,286.5967712
366,1216,286.6522673,284.488123,287.3334516,286.9151331,287.6209839,286.457241,284.8804687,288.11304,286.6377994,286.8617965,287.1486835,286.1384309,284.7194513,286.369981,287.4759273,287.7296784,286.5700989
367,1217,286.6227379,284.5118434,287.2182328,287.0468682,287.5106323,286.4192186,284.7905691,288.17395,286.660378,286.7229084,287.2951701,286.1970182,284.7070867,286.4027336,287.3851737,287.7171831,286.5006104
368,1218,286.7298381,284.5939402,287.2495683,286.6790777,287.5242611,286.4283965,284.9356956,288.1124,286.519146,286.7323913,287.1879968,286.2900371,284.8966096,286.4536672,287.3768098,287.9087097,286.5499573
369,1219,286.6514864,284.7079449,287.2253976,286.8152004,287.6088328,286.4506773,284.9631956,288.3518,286.4886726,286.7242368,287.2403801,286.32615,284.7253255,286.5355789,287.3957544,287.7356147,286.6384888
370,1220,286.6873103,284.6064081,287.216152,286.96194,287.4860874,286.5779469,284.8381945,288.15155,286.5894428,286.6329166,287.3576406,286.2163713,284.4808076,286.4362805,287.483561,287.4885116,286.598938
371,1221,286.6517037,284.763228,287.3387143,286.956222,287.6523506,286.4984893,284.827901,288.012,286.6942967,286.7049892,287.4560285,286.3131944,284.6169975,286.5296917,287.4818122,287.6261414,286.5599976
372,1222,286.6389773,284.8255345,287.2371471,286.8508634,287.5503897,286.3389394,284.8311704,288.17346,286.7049252,286.705589,287.3327507,286.4687321,284.8211006,286.537626,287.448654,287.8324024,286.5110779
373,1223,286.7693642,284.7132161,287.1636237,286.9161145,287.6757867,286.3895261,285.0586474,288.18384,286.5370813,286.8110443,287.244975,286.4938671,284.6860684,286.5256285,287.3567344,287.6959426,286.5500488
374,1224,286.7780627,284.6706018,287.1605115,286.9636945,287.7111281,286.5172063,284.8714266,288.12894,286.6837068,286.8665345,287.177914,286.3967685,284.7569539,286.653144,287.3115121,287.7675775,286.4441223
375,1225,286.6706848,284.7626596,287.0513468,286.7134198,287.4443733,286.5642493,284.9614721,288.15417,286.4315786,286.8440611,287.3388471,286.3750956,284.8498296,286.538536,287.2817317,287.8614351,286.6540527
376,1226,286.7306713,284.8071017,287.1035912,286.7391348,287.4833714,286.4025222,284.7538387,288.2255,286.4980428,286.9436139,287.2126209,286.3381037,285.0081149,286.4548663,287.4623533,288.0213939,286.6116943
377,1227,286.6595936,284.9760751,286.8369325,287.0129093,287.4356386,286.5696159,284.9206033,288.29666,286.6187734,286.7862831,287.2288475,286.4418911,284.7832666,286.3758006,287.3507532,287.7941684,286.5349731
378,1228,286.6374107,285.0854833,286.5420198,286.976278,287.3139009,286.3786772,284.9349452,288.13242,286.3582224,286.5420996,287.3488798,286.4716631,284.7522756,286.3042065,287.3192141,287.7628498,286.4429626
379,1229,286.6099547,284.6873096,286.5137871,286.7259663,286.8552266,285.9259638,284.8327263,287.93958,285.9950401,286.6501443,287.35625,286.4104461,284.8084068,286.4174182,287.1734019,287.8195744,285.6543274
380,1230,286.5294667,284.6186241,286.6772729,286.8497487,286.8856169,285.8092919,284.9746201,287.3089,285.8775422,286.8366803,286.6688999,286.4176867,284.6002717,286.4177699,286.6231347,287.6092387,285.3292236
381,1231,286.5768567,284.8222381,286.7336311,286.9219006,286.923959,286.0887739,284.8626499,287.56665,285.9256597,286.8058084,286.587446,286.5137254,283.8750957,286.564706,286.6043288,286.8763957,285.8757629
382,1232,286.5664041,284.8166535,286.9089436,286.8772888,287.1197881,286.2276212,284.2763257,287.8776,286.0902332,286.7346812,286.7179509,286.4005745,283.9363133,286.6055135,286.8587934,286.9382606,286.0587769
383,1233,286.5475113,284.7916252,286.8406867,286.55494,287.2434699,286.2285221,284.3933461,287.6796,286.1862414,286.830872,286.882542,286.2077447,283.9462339,286.4943241,286.9993442,286.9482861,286.2024841
384,1234,286.5277461,284.7445607,286.9727423,286.8795924,287.3291383,286.3100908,284.6121028,287.8611,286.3071997,286.8530756,286.9939192,286.3686002,283.9918774,286.3992377,287.1587665,286.9944122,286.3552856
385,1235,286.7163537,284.793082,286.9916513,287.0823851,287.3627328,286.1257153,284.7582204,287.95828,286.4436023,286.881278,287.0301691,286.5540461,284.1262565,286.4542176,287.1173754,287.1302119,286.3995056
386,1236,286.6699728,284.7307293,287.180898,286.9209296,287.2904635,285.9681527,284.868937,287.96365,286.4970538,286.8453413,286.9352243,286.2771739,284.2515014,286.5855396,287.1453529,287.2567811,286.2924194
387,1237,286.6072384,284.7188585,287.1148284,286.860444,287.3947171,286.0963813,284.9805981,288.05997,286.2880447,286.8410358,287.0144016,286.1295568,284.3220455,286.5673071,287.2740474,287.3280709,286.3630676
388,1238,286.6587469,284.793255,287.1487783,286.9878925,287.5891511,286.1275529,285.0568351,287.97165,286.3767356,286.8246128,287.047193,286.1617389,284.4184428,286.3949268,287.3504142,287.4254874,286.3999939
389,1239,286.6515708,284.9283418,287.0573569,286.747125,287.6250858,286.1513918,284.7638089,287.84204,286.3897678,286.795168,287.20684,286.2332007,284.4410712,286.3278911,287.2877479,287.4483551,286.4698486
390,1240,286.6488363,284.9359098,287.0758552,286.8467164,287.6120968,286.2282282,284.7126765,288.0149,286.342681,286.8264079,287.3242885,286.3906558,284.3318331,286.3789462,287.2856156,287.337962,286.4807434
391,1241,286.7043879,284.8909441,287.0746999,287.0401254,287.585982,286.2423914,284.8258854,288.19568,286.519723,286.8320978,287.2387042,286.525138,284.4872769,286.4282588,287.3646725,287.4950493,286.5079651
392,1242,286.7122692,284.6508711,287.0789305,287.0020581,287.5222132,286.4687816,284.7131671,288.14478,286.4287939,286.8756376,287.3161909,286.4432318,284.5482791,286.5164936,287.4073242,287.5566965,286.5782471
393,1243,286.675231,284.7589764,287.1642758,286.6520237,287.7082622,286.6131147,284.7678265,287.88852,286.5382011,286.7640686,287.4122495,286.3777656,284.3381679,286.4327387,287.3741528,287.3443638,286.4772339
394,1244,286.630749,285.0062462,287.1513599,286.8587973,287.6228193,286.5502982,284.8798034,287.93506,286.7586201,286.6257842,287.3114594,286.4869131,284.4633619,286.6091103,287.4105236,287.4708815,286.4561768
395,1245,286.6989927,285.0355343,287.0572994,286.9869475,287.5989867,286.4987246,284.9910099,288.05878,286.4877009,286.6844506,287.4176599,286.594583,284.4938998,286.6514515,287.281597,287.5017422,286.4099426
396,1246,286.6938733,284.8303708,287.0266105,287.0373738,287.6589722,286.4922302,284.9019525,288.39124,286.2733978,286.7226433,287.4610099,286.392745,284.6259117,286.5615195,287.3062693,287.6351498,286.4577332
397,1247,286.619754,284.751088,286.9211181,286.8605382,287.649746,286.5220572,284.7725087,288.2421,286.4134046,286.645515,287.4250635,286.0437783,284.3518127,286.4484827,287.3435181,287.3581529,286.4739685
398,1248,286.6685294,284.888362,287.0148827,286.8369033,287.6866723,286.5955508,284.8428636,288.10498,286.4494592,286.6510991,287.2299835,286.115003,284.4476395,286.517158,287.16363,287.4549928,286.4307251
399,1249,286.5669149,284.8599598,287.2026613,286.9330515,287.5903006,286.4791974,284.9253916,288.06494,286.3429281,286.7011137,287.2320006,286.2295975,284.6876292,286.5699974,287.1572034,287.6975199,286.4868774
400,1250,286.5204132,284.7127371,287.1884307,287.1271169,287.4301972,286.4767769,285.0120582,288.2546,286.364433,286.7507326,287.3208392,286.3930042,284.6228533,286.6116248,287.2776718,287.6320591,286.4813538
401,1251,286.6511447,284.7197438,287.2187006,287.0495595,287.5415742,286.4550174,285.0841473,288.3734,286.4123545,286.5989229,287.2846383,286.1927289,284.5361188,286.5109746,287.3731412,287.5444076,286.472168
402,1252,286.5917727,284.7738136,287.2397991,286.8724284,287.5498326,286.5890242,284.9641821,288.3497,286.5112094,286.7274686,287.4630263,286.1253106,284.5881846,286.4051382,287.32531,287.5970239,286.4176025
403,1253,286.6740788,284.9226292,287.192301,286.7529148,287.6364666,286.4205934,284.9470133,288.06046,286.4680049,286.6046877,287.5939281,286.1975087,284.7100338,286.7463379,287.315892,287.7201613,286.4719238
404,1254,286.5990528,284.7509322,287.314653,286.8936514,287.6186294,286.5130983,284.9935452,288.00507,286.4406257,286.6589506,287.4241255,286.3422307,284.5726792,286.8166598,287.3156015,287.5813545,286.515564
405,1255,286.5536142,284.7561797,287.183701,286.8031778,287.695111,286.5833527,285.0142439,288.17712,286.527282,286.550018,287.3031596,286.4989543,284.5999105,286.5914627,287.2494642,287.6088738,286.5857849
406,1256,286.7025725,284.976109,287.040721,286.8838412,287.7434313,286.6110958,285.0606431,288.3257,286.7894095,286.6516546,287.3135342,286.7132488,284.6783029,286.6490047,287.2998088,287.6880949,286.2418823
407,1257,286.7280756,285.0708385,286.3372367,286.9655299,287.5338105,286.6093251,284.9195867,288.21112,286.5013361,286.6655005,287.0391675,286.3385988,284.4060132,286.670739,287.1228146,287.4129265,284.145752
408,1258,286.3811007,283.4590128,286.1612322,286.599748,286.4470934,285.3327703,283.6845591,287.08658,284.9769376,285.8102059,285.8746187,285.5641149,282.5921384,286.7853321,286.2321016,285.5798742,284.4095459
409,1259,285.9391738,282.0241507,286.2683252,286.5935492,286.2608935,284.993134,283.5402266,286.9677,284.8001995,285.5638657,285.885836,284.9115574,282.3138575,286.8648977,286.3312606,285.2986512,285.0836487
410,1260,286.2572541,283.1409626,286.5065947,286.8006271,286.7095537,285.4240081,284.0769743,287.2477,285.3858793,285.9444009,286.2396304,285.6169109,282.7294272,286.7633413,286.3881739,285.7186145,285.4465027
411,1261,286.3810986,283.5963007,286.6549067,286.9340219,287.0913231,285.8253813,284.243255,287.51505,285.8677388,286.2546324,286.6534693,285.74296,283.3955248,286.6114313,286.5359819,286.3917545,285.6490784
412,1262,286.4569696,283.8649189,286.7359479,286.6070903,287.2599391,286.0848644,284.4214782,287.64066,286.0087226,286.4936946,286.8284302,285.8036653,283.8591884,286.6002223,286.7166424,286.8603203,285.7616272
413,1263,286.5300674,284.1704937,286.8813164,286.8051696,287.2964584,286.2796222,284.536002,287.7527,286.1478383,286.4793403,287.036839,285.9058707,283.8643162,286.5437945,286.8632954,286.8655023,285.9664001
414,1264,286.6290426,284.3417784,286.9018152,286.9689616,287.3080202,286.2554003,284.4892401,287.84128,286.158088,286.5914096,287.0475638,285.902288,283.9398757,286.5160147,286.9625911,286.9418606,286.1179504
415,1265,286.7182892,284.4975512,286.9956823,287.1024824,287.4632565,286.1514308,284.5718444,288.0164,286.2932862,286.570613,287.0028743,286.1460476,284.3165938,286.446135,287.0087545,287.3225616,286.2108154
416,1266,286.6834956,284.4119281,287.1666141,286.7399871,287.3716571,286.326273,284.6309033,288.0385,286.5373623,286.5092743,287.106549,286.2907728,284.3276379,286.6530078,287.0873492,287.3337225,286.2546082
417,1267,286.6184879,284.3467123,287.0345537,286.7260086,287.4964052,286.3803316,284.8006955,288.00333,286.4263298,286.5714646,287.1565555,286.0963835,284.1019496,286.7636299,287.1779412,287.1056481,286.2320557
418,1268,286.5534082,284.4204853,287.0188464,286.9137732,287.4062028,286.2922285,284.7751659,287.99728,286.6377299,286.5251684,287.0795954,286.0077887,284.1076585,286.5374224,287.0462193,287.1114174,286.3352356
419,1269,286.5804486,284.4379524,287.0009244,286.7271361,287.2893296,286.3561609,284.5239077,287.9696,286.5075353,286.4979514,287.1674396,286.0805103,284.4303635,286.6196437,287.283702,287.4375342,286.3478394
420,1270,286.6885852,284.512745,287.0533482,286.8532095,287.4249339,286.212664,284.5096214,288.0635,286.5754269,286.7108734,286.9965949,286.1900478,284.4534736,286.6594294,287.3024122,287.4608886,286.3917542
421,1271,286.7108063,284.5271751,287.1783073,287.0610577,287.4766852,286.1981957,284.7589178,287.8286,286.5561512,286.7565955,287.044488,286.2738415,284.2565001,286.144301,287.0488178,287.2618326,286.4390869
422,1272,286.6999353,284.4436394,287.2963811,287.0016764,287.5248861,286.2935982,284.8324587,287.9327,286.4498489,286.7271222,287.043836,286.0315158,284.5625483,286.0029497,287.1478532,287.5711166,286.4098816
423,1273,286.6375267,284.5408544,287.1255418,286.811853,287.4286231,286.3837832,284.7202525,288.0571,286.3750338,286.8054592,287.1323065,285.9453992,284.596331,286.2450087,287.0933882,287.6052564,286.5466003
424,1274,286.6842721,284.512281,287.1833338,286.8969357,287.4569371,286.3820862,284.625147,288.0754,286.4203389,286.7349528,287.2231547,286.0698246,284.3565777,286.3954587,287.0697612,287.3629683,286.5441895
