Sigma,ECS
0.1513466954382033,3.83
0.10185876258258239,2.89
0.13373880256694992,3.25
0.16702304739392446,4.08
0.15012867928754678,3.69
0.0960939218091736,3.45
0.1544696218792625,2.44
0.18192897763401467,4.59
0.15360429289619315,4.13
0.17113981204074347,4.67
0.17186063646378338,3.63
0.11078677719797395,2.6
0.13466917598431313,2.8
0.08480452503269792,2.08
0.11982841155836975,2.82
0.09021420648420307,2.11
0.1613026677180276,4.1
0.14745404849830698,2.73
