,bcc-csm1-1,CCSM4,CSIRO-Mk3L,FGOALS-gl,GISS-E2-R,HadCM3,IPSL-CM5A-LR,MIROC-ES2L,MPI-ESM-P,MRI-CGCM3,MRI-ESM2-0,CESM1-LME,CESM2,MPI-ESM1-2-LR,EC-Earth3-Veg-LR,MIROC-ESM,INM-CM4-8
27,286.5284568361853,284.7986275211063,287.04001956873554,,287.7561720678652,286.5233498290401,284.90415198415724,288.1385780148062,286.6715417860261,286.7459637857387,287.14373943669693,286.1211146516568,284.6909890459777,286.38681292480857,286.99175301784675,287.63021612427957,286.453242535449
28,286.7138747,284.7707168,287.0700177,,287.80671898814717,286.29341,284.9603726,288.11061707204357,286.6455448,286.7004217,287.1006643744856,286.2971546,284.6124523535815,286.5527375675484,286.7733865299445,287.5859816,286.40991565985854
29,286.833754,284.8800746,287.1459914,,287.8436896896719,286.4884899,285.0056908,288.3103068903724,286.8482543,286.5970738,287.0799518603752,286.4355318,284.93092265887395,286.26164689135555,286.95983340687565,287.7777742,286.60017674118126
30,286.7372324,284.8544464,287.0754867,,287.8771832010168,286.5383538,285.09973,288.1665491363983,286.8695259,286.6107495,287.12056121323013,286.3353378,284.75739673771,286.3144085418164,286.92047246133535,287.5949219,286.5777197499128
31,286.6160566,284.8658041,287.2029348781884,,287.82833271394185,286.3781996173492,284.9824563,287.94563926102654,286.76713770779617,286.6552397,287.2548992956861,286.248494,284.43356532989475,286.3974977877768,286.7269040826399,287.3838491103504,286.3986122890489
32,286.7217577,284.7383001,287.18191136388947,,287.6751080440551,286.27040827559273,284.9916337,288.10664919276604,286.4522441603724,286.6593384,287.2051958001241,286.3456809,284.6624779032863,286.37133574014143,286.8889007530239,287.64005079441233,286.37355069573624
33,286.9053311,284.6945968,287.21435536873554,,287.6429473430807,286.4115329290401,284.8463227,288.18692159681325,286.4487522860261,286.6064053,287.1818795827174,286.5226754,284.7004030853052,286.3829994743166,286.9017340722932,287.6920208242796,286.41338971886984
34,286.8502893,284.7774693,287.1396058,,287.6668954315717,286.2457329,284.8064013,288.32923538561516,286.589463,286.6272755,287.21985974255364,286.3909201,284.5171398082572,286.390270630383,287.03977582571105,287.5087016,286.50374968069144
35,286.9471691,284.7951713,287.0906461,,287.7462778130191,286.3833338,284.8311701,288.23070924460666,286.6744781,286.7128958,287.3622183703299,286.2929764,284.53604864930855,286.34034791827213,287.02303173626814,287.5298425,286.4966044328889
36,286.9200622,284.7264082,287.1457302,,287.82991113200217,286.3404438,284.7566022,288.1572531784222,286.7403366,286.7423704,287.05339767324205,286.3437761,284.64475012150626,286.3931988433917,287.01847887180696,287.640376,286.4974813419309
37,287.0369139,284.830478,287.2239182,,287.82618952580924,286.4581065,285.0511891,288.22043652625814,286.5672002,286.8057103,287.1513992461137,286.3046848,284.5707410124819,286.4661721665828,287.03551556045113,287.5658139,286.4951876031048
38,286.9246792,284.9024719,287.2337969,,287.8456497743778,286.2527908,284.9726624,288.1790605423514,286.7094529,286.7273076,287.2560969268249,286.394663,284.74157935273394,286.30325420160466,286.86852122600055,287.7385355,286.48160489688024
39,286.8790841,284.6934081,287.1964157,,287.80211280861164,286.4194664,284.793662,288.3163117381007,286.6029757,286.8096126,287.1110287183499,286.4546954,284.8535244380974,286.27400443328446,286.9607742720661,287.85169,286.56644275502657
40,286.8942959,284.7608801,287.2327987,,287.731092713843,286.4385907,284.9014759,288.2537154210241,286.7106097,286.7071603,286.99547783579294,286.3187754,284.5623883331482,286.4456232173677,287.10385285002326,287.5574845,286.5127822588954
41,286.8791556,284.904905,287.1910815,,287.69667350277,286.3961927,285.1262457,288.08943329944015,286.6693932,286.6993893,287.0075118265571,286.2963878,284.5424228431845,286.27884621428615,287.1243268305449,287.5373109,286.5363993001953
42,286.8718724,284.8989388,287.2308896,,287.8527245286307,286.3796667,285.1044423,288.0289525875566,286.7021818,286.6862467,287.12322925237123,286.2616649,284.64398477347623,286.25491031391516,287.1756236871396,287.6399475,286.39681070609686
43,286.75994099581567,284.7240449812845,287.190137,,287.7554297338897,286.4214975,285.0966408922059,287.9958023460944,286.7235735,286.5293526389518,287.0385968236957,286.3754440166326,284.66496384456303,286.4786292477081,287.19759470282315,287.6611487,286.45424440107325
44,286.7129578,284.8102047,287.1650292,,287.66695806897604,286.3786664,284.9009246,288.09740226560706,286.4464865,286.6058516,287.12748064747046,286.2324143,284.5140877349253,286.56243055897244,287.1466101413843,287.5086776,286.50023426606543
45,286.7900028,284.8460773,287.2465566,,287.7845875469179,286.442726,284.8600217,288.2423222382569,286.559597,286.7124315,287.1854661215687,286.2080454,284.6438542976698,286.6269592628002,287.1696015205071,287.6398161,286.45351182018896
46,286.7800516,284.7723865,287.08485813261433,,287.65828493998544,286.57586545137593,284.867445,288.2723822296612,286.6839590438085,286.7668901,287.04782741342814,286.3813779,284.6897022859609,286.3775586640032,287.15595001394564,287.7969209223087,286.4601646057706
47,286.8097982,284.709815,287.31222786913446,,287.368861438725,286.41307887559776,285.0524556,288.37150222809834,286.81366758928937,286.5413484,287.029055111948,286.4413351,284.319938683832,286.3300766642219,287.0943979127527,287.73817134606827,286.52504500314916
48,286.8290309314674,284.8083380024107,287.2047092196196,,287.291168738725,286.2801515750685,284.9575121411191,288.3345822280983,286.5701859415846,286.49912226430894,287.1931378119481,286.666323523759,284.306322083832,286.4768407642219,287.0592431127527,287.47771377650383,286.5272422031491
49,286.7402884,284.8084929,287.0637509521118,,287.472112638725,286.25342040904263,284.9528438,288.14403222809835,286.4624840361431,286.6640899,287.2577515119481,286.3326093,284.508625583832,286.2744796642219,286.9987548127527,287.56916110847493,286.5073448031491
50,286.9060984,284.820926,287.0892292760758,,287.745565735406,286.43365740649085,284.9967557,288.2392735457952,286.4293825290827,286.758971,287.3204517233667,286.1969841,284.7717808316264,286.40166409555604,287.1359025502874,287.5333417164539,286.77545616331076
51,286.73264481311077,284.691837301229,287.17243337818843,,287.79944496891596,286.2977366173492,285.08135151248325,288.1584622836898,286.43106910779613,286.68900999801855,287.1301083247566,286.27480912724155,284.62881187582576,286.4770163625783,287.00135231121476,287.4822351103504,286.56773780799745
52,286.7254668,284.4170164,287.0450342638895,,287.76563975161315,286.2923386755927,285.0138502,288.06825795457524,286.6037455603724,286.6544736,287.0842449155541,286.3114071,284.4501391140294,286.5065209150129,287.0083962739263,287.3886592944124,286.5795346309952
53,286.7157318,284.6749633,287.0595291781884,,287.7134089182445,286.4055020173492,284.9716242,288.25936122249755,286.58292410779615,286.6573301,287.0518874211479,286.4602849,284.4168385336867,286.6161477715974,287.01717786441674,287.4218543103504,286.4919527342791
54,286.7279911,284.7539631,287.1130786638895,,287.8137468636632,286.4059906755927,284.9067948,288.297721009206,286.5823510603724,286.6349286,287.1652579650225,286.2720645,284.7389452492573,286.4269635228322,286.8902047504723,287.55508109441234,286.56609222145903
55,286.7803544,284.9116417,287.1220994,,287.83818034878897,286.4265534,284.8312714,288.015312687831,286.6218643,286.5618255,287.25884218817936,286.1821162,284.4820532459349,286.50039260745547,286.83959080782574,287.351655,286.50029663500413
56,286.6967401,284.9125627,287.0891131,,287.71392066518433,286.6218569,284.8988866,287.9980573570883,286.7296835,286.7207434,287.0563140466451,286.3681401,284.3703778169274,286.55388713810436,286.8683418679044,287.3184273,286.42716339691333
57,286.596303,284.7678542,287.1585029469365,,287.6721960916485,286.5109258351549,284.971462,288.0968960177962,286.520428691659,286.53272,287.1291143728877,286.56977,284.5212436844921,286.6957073746343,286.83909025248914,287.5172102888414,286.47981373964865
58,286.6579371,284.8140295,287.12269366873556,,287.8000098672978,286.48338792904013,285.0706368,288.2710594652182,286.6964820860261,286.7361769,287.2594689508295,286.4313722,284.6034030446329,286.8074869897407,286.79098017325794,287.5624057242796,286.5895772894652
59,286.6642236,284.8459469,287.0711209,,287.6983058970066,286.5416966,285.1028141,288.35363950957367,286.6385682,286.7238073,287.05003344362217,286.171794,284.48022959697613,286.487239745668,286.8315591602603,287.4489849,286.4844639268608
60,286.7084766,284.780903,286.9978757,,287.6740706474726,286.5448474,285.0219317,288.0831000336763,286.7097816,286.7598295,287.1874636728078,286.0476868,284.4876046777694,286.53778649356644,286.8373278124423,287.4728047,286.4495061706859
61,286.7411098,284.844315,287.08226496652526,,287.51780777879685,286.41557608063147,285.0350864,287.9209944148596,286.74916331835266,286.7336718,287.1292920641078,286.25776,284.515299929374,286.562578667215,286.9464058513909,287.6337459080566,286.50982399994473
62,286.7305655,284.9000609,287.0043500801014,,287.62707426510093,286.51117449542323,285.0027134,288.0869863766953,286.8522568628817,286.9500686,287.27987292474006,286.4069891,284.67773906444484,286.6973763201269,287.0809504804379,287.7143968035653,286.569004096104
63,286.7465057,284.8259735,287.00222866388947,,287.7435645912396,286.4625385755927,284.9136488,288.10353560770875,286.7406712603724,286.8106446,287.1959380738862,286.3734337,284.74217503061413,286.6877524034098,286.89467942616534,287.74713589441234,286.578418016765
64,286.5699053,284.90136,287.0807795,,287.6733816837526,286.4751899,285.0364127,288.2117373420515,286.7256556,286.7555571,287.20056161870696,286.3394138,284.78418622373346,286.57025155241143,286.8718311831744,287.7815146,286.4965622714995
65,286.767165,285.0261163,287.0866871,,287.6378793968471,286.5278712,285.083781,288.26268081819427,286.7581804,286.7468933,287.1576048880605,286.3959522,284.7207216284795,286.51245156300007,287.1010503365609,287.7174568,286.4527357595732
66,286.790056,284.9616543,287.1839894,,287.76019659695123,286.3465002,285.0140575,288.2948692007105,286.6251794,286.7288156,287.28664000362505,286.488333,285.02161439600155,286.5146029389294,287.11110585453355,287.7373255,286.6739530971304
67,286.707224,284.8756635,287.230665,,287.76038680656245,286.4120447,284.9065881,288.2965977356351,286.8280165,286.8073611,287.15266840521923,286.362031,284.7355690574528,286.13421176761534,287.09173208715407,287.5409152,286.58326306490784
68,286.7473669,284.9556954,287.2702965643519,,287.51904194636137,286.5891721558051,285.018134,287.9957541272112,286.849660830008,286.7388779,287.2146746851317,286.219003,284.4364503430082,286.0676219599626,286.8313059909625,287.40609417272236,286.41358414038797
69,286.6121884,284.9735719,287.2648179469365,,287.5250642771183,286.38434863515494,285.0436723,287.96163071796366,286.632578291659,286.7407549,287.23559769974275,286.354007,284.3971093402591,286.2666323137607,286.9614874810875,287.38335988884137,286.40075923498887
70,286.7406756,285.0555739,287.1025455687356,,287.6774712872185,286.1858319290401,285.0246902,288.0360626074427,286.6348419860261,286.7827322,287.2115283332351,286.6199822,284.4421074020889,286.5153652934505,286.9205194427504,287.43210782427957,286.43186913715755
71,286.6497419,284.7176507,287.1660176,,287.7119220913963,286.3100199,285.0299201,288.10963205868364,286.5930516,286.8485,287.19176418960126,286.753996,284.59688698977936,286.43372618284906,286.8599145858189,287.5896682,286.4682875078598
72,286.7224061,284.9678724,287.2729729,,287.6945352870036,286.5429029,285.0832143,287.961367334698,286.6615925,286.8946273,287.06271242749415,286.291712,284.5254879521423,286.1742563811856,286.89359257825873,287.5192966,286.54042606514616
73,286.7079314,285.0704024,287.2621517,,287.7024997270654,286.449551,285.0090577,287.94268229843425,286.6192314,286.9662888,287.3023767284984,286.102174,284.6104924576305,286.30213376508686,286.757664100045,287.6057987,286.6251455444903
74,286.654067,284.9689805,287.335149546287,,287.7467272597049,286.39722883403033,285.0474665,288.1051061530055,286.62470576196904,286.9482234,287.27887512217484,286.266049,284.6909203823206,286.37115621833317,287.0243617421889,287.7573717623368,286.5322185032296
75,286.8097944,284.9391462,287.2441962415633,,287.7479260654655,286.3970161551155,285.0548998,288.16390705954086,286.653032957405,286.8760065,287.30228282844587,286.2032225,284.4883714085445,286.3119913890286,287.0578451674508,287.50339482142937,286.5438549548872
76,286.696932,284.9052216,287.19211626873556,,287.59182876452985,286.4634527290401,284.9361802,288.0598905675201,286.7362281860261,286.7984495,287.4283325097572,286.3914998,284.5734386435645,286.2048730971087,286.8742095785215,287.5728007242796,286.4901468915193
77,286.6893827,285.027156,287.2868959,,287.75143469683763,286.6105639,284.8601091,288.0645850279646,286.8035557,286.7908884,287.30758886354783,286.5765577,284.57840959773335,286.2089736723768,286.94739584998734,287.5736757,286.47478719958576
78,286.7094907,284.995026,287.3651503,,287.81163569563097,286.3952837,284.8312179,288.22066316659686,286.9946135,286.6908768,287.25432190074855,286.5685499,284.33841616222907,286.41764923287775,286.87705902914104,287.3311475,286.5920631773668
79,286.69164985654885,284.9550870232385,287.3394125,,287.821752026496,286.5893154,284.9358492050291,288.5019102698129,286.8022303,286.7649648161981,287.39949606197683,286.4961830134426,284.72348683534216,286.45800442025507,286.94993762176324,287.5284952,286.7550582225216
80,286.7011808,284.9661905,287.10157,,287.7959497980157,286.6328088,284.7636214,288.12384892707774,286.6745424,286.7040282,287.3543390439164,286.275327,284.6597934280765,286.3658683817516,286.88232037416634,287.5270948,286.5969728586961
81,286.7839962,284.9680166,287.2144659,,287.68377092080794,286.5499737,284.685083,287.9798367026454,286.590654,286.6286737,287.1293985288125,286.2702918,284.4886449240413,286.19153078567143,286.8697264030861,287.4363626,286.54704168491634
82,286.6903884,284.9090901,287.2972175,,287.7260303916769,286.3625985,284.8441453,288.01528969062997,286.6102979,286.8076736,287.06632799884653,286.4158996,284.54495523486975,286.27922207959983,286.8997598565673,287.5240307,286.51144937815917
83,286.6863734899272,284.79379366800833,287.3672682,,287.63473270023707,286.3610431,284.90485424018823,288.14338654067075,286.6869764,286.8810846686098,287.1611247609867,286.4696886018132,284.5791390665588,286.42884674904616,286.9386819094241,287.5690835,286.5823859933663
84,286.5426646,284.6166378,287.3492201,,287.8443215094598,286.6217253,284.6257141,288.28934434983705,286.660729,286.7697878,287.31863658006154,286.0761247,284.3445823984861,286.47119283055997,287.10996746727335,287.3355878,286.46265395469777
85,286.6514285,284.8648831,287.2604259,,287.87939775496477,286.5145519,284.7260412,288.23791969000854,286.7023756,286.6483671,287.27072590814043,286.2325916,284.5838265824931,286.4766193408482,287.1317663425461,287.5785516,286.4991368925331
86,286.7373775,284.6631061,287.1672563,,287.7919974571599,286.3982131,284.9071405,288.0573791808037,286.7035834,286.7551576,287.268670382799,286.4749999,284.583941258792,286.4966333979961,287.0745614868309,287.5790674,286.48641209851843
87,286.8792839,284.72262,287.1885932,,287.7269048487928,286.4705859,284.9599279,288.0792915891717,286.6724988,286.7914596,287.2507718591145,286.3195424,284.3814235221374,286.6903330560743,287.0507899917657,287.3745429,286.41898760037276
88,286.676832,284.8636596,287.1283684,,287.7580982102791,286.6386148,284.9844876,288.0968988076799,286.648866,286.7525885,287.3352967135608,286.197499,284.578585568085,286.62956404388746,287.0295164685202,287.5738345,286.4569575133896
89,286.654146174771,284.83861947941006,287.1223363760758,,288.0869682885581,286.7362955064909,284.8651895230153,288.6043962218339,286.6012971290827,286.73443267457054,287.4106432518466,286.2023315320567,284.73034729841254,286.3421893421995,287.0903927965224,287.2250304164539,286.6208082409458
90,286.7408786,284.8387931,287.2528278066538,,288.0550766282146,286.5667992322962,284.8971611,288.5905247409922,286.7321228939073,286.6950941,287.2422790995228,286.2514121,284.4623205628119,286.3966278293076,286.95932820269934,286.94523027598296,286.2312798668209
91,286.6810056,284.9624005,287.30700903458103,,287.7476451537796,286.33327105341493,284.6035246,288.0188475988678,286.6920311643188,286.70514,287.3115655799912,286.4608066,284.44279267726125,286.40835552907015,286.6304405907107,287.2605070623135,286.11523000007315
92,286.8365231,285.0088946,287.2639506888336,,287.68029408249924,286.32768434313857,284.4787906,287.93839750904243,286.66233842744833,286.7763242,287.27656513074226,286.4077658,284.3534577858994,286.61719734227427,286.6283998838854,287.27630031455027,286.15258717964025
93,286.7837764,284.9677604,287.19657316873554,,287.6299308694274,286.3408415290401,284.7569812,287.9736738360843,286.5425490860261,286.7944025,287.1221059814396,286.2447225,284.3905687577951,286.4474534268096,286.798901798347,287.3600761242796,286.21206631852635
94,286.9391475,284.8425858,287.3545029,,287.67426690522126,286.4116801,284.854567,288.01804386650946,286.5845844,286.8970971,287.21672908216124,286.1913142,284.4295126550121,286.4445275673783,287.0229295384333,287.4138041,286.2158865493715
95,286.8607046500036,284.87769641644246,287.3297927,,287.8176795444885,286.5510259,284.9085219829048,288.1783086805676,286.5064591,286.83585037274935,287.13513265618496,286.31434902900986,284.4617045486388,286.4867604726573,286.9576033742812,287.4525794,286.29638352409927
96,286.9357244494134,284.6764322720902,287.322308,,287.80770898046757,286.5444813,284.7744916069741,288.1437761542748,286.4544532,286.7332342612791,287.329402489682,286.39736543024475,284.54185881479714,286.533557148176,286.8609689514548,287.5273074,286.36799303439915
97,286.9762534,284.7378001,287.3977693161493,,287.75666244084755,286.3725928365065,284.7564904,288.0106190502697,286.5107677652776,286.7090564,287.32649392955244,286.3338134,284.5779177124585,286.54668292739257,287.09217446792013,287.53587577670993,286.446494766554
98,286.8366687,285.023845,287.43999105249526,,287.73762042739753,286.3605284837556,284.9524404,288.1076197084979,286.7537186236025,286.5556642,287.3380181299475,286.3500925,284.5257781137879,286.4171507805746,286.97624766461547,287.51070061748095,286.4063786881225
99,286.9860176,284.895802,287.1881697638895,,287.6293764027927,286.3266357755927,284.871851,288.13836196225327,286.9933404603724,286.561069,287.4056689250242,286.3026873,284.6548113241851,286.37173588845474,286.9045174245823,287.64259619441236,286.4792642469353
100,286.8467302,284.8037684,287.1345627,,287.667606256769,286.4897305,284.7242339,288.1650126845264,286.9359983,286.6775005,287.42789438853123,286.3903959,284.6008568700865,286.54521919894046,287.1171053661529,287.5907471,286.5007614747232
101,286.8062284,284.8489245,287.1693854,,287.65530054329093,286.4034327,284.8790991,288.2138545709356,286.638817,286.6947504,287.2226023826143,286.4530953,284.5628747517479,286.5669946030242,287.14001136946456,287.5560913,286.53964554208784
102,287.0449613,284.7678901,287.2039397,,287.70295921686636,286.3000187,284.9786639,288.2522133251333,286.6076847,286.7644025,287.29326709167145,286.4978043,284.43570557761427,286.5565125330811,287.1933336840536,287.428832,286.61511283759313
103,287.022343,284.8600511,287.2361707,,287.7966595213658,286.3562301,285.036688,288.2379472698974,286.5392452,286.6485048,287.2683531009444,286.5299893,284.5779396004334,286.4094429607438,286.86483966576355,287.5307166,286.4907272734585
104,286.8109341,284.9511372,287.1175563,,287.7322474984966,286.313579,285.0217148,288.2114449173992,286.4878019,286.6366136,287.31782350769157,286.1839262,284.43655261735535,286.3644720886206,286.9438713240824,287.4020167,286.500698524608
105,286.7632239,284.8745891,287.0599959,,287.66428590443803,286.4647138,284.9532775,288.15174674333616,286.6333466,286.7592869,287.2366765814939,286.1314599,284.524493968719,286.3761577915341,286.95419186842093,287.5090286,286.4739245333029
106,286.7600229,284.9562152,287.1075844,,287.65945468321263,286.418992,284.8884996,288.1518156702832,286.6536477,286.7650934,287.248514384797,286.2858356,284.6806251043738,286.46612980417245,286.89521837668406,287.6735296,286.5556114242838
107,286.8853767,285.039477,287.2205300760758,,287.69633499698705,286.44057830649086,284.8650596,288.255044326157,286.6146751290827,286.7017242,287.4036676168537,286.360285,284.59734026679854,286.46683061148326,286.8464532153013,287.61652631645387,286.5918261206767
108,286.8402153,284.9529645,287.2061592888336,,287.684179849249,286.6369690431386,284.7840868,288.4809895922433,286.6871571274483,286.6389042,287.3544092817468,286.3612535,284.6314133244881,286.4696564032742,286.9205020634655,287.6066106145503,286.6050375709263
109,286.7855882,284.9377974,287.18324416873554,,287.7668967813774,286.5258496290401,284.8176951,288.11123725054637,286.6920133860261,286.5630829,287.29037903901803,286.4305172,284.61749597946545,286.42243613769915,286.9519338327462,287.5953721242796,286.546467021384
110,286.7802464,284.979062,287.206635,,287.8386850233027,286.5593602,284.7800735,287.9555578144261,286.6250708,286.5684383,287.40471374535014,286.2539057,284.46951759495704,286.4585442299293,287.0265473485786,287.383099,286.58463734003647
111,286.8914756493464,284.7699869590222,287.3211958161493,,287.8524171879056,286.71475813650653,285.022660705739,287.9622126258172,286.63931636527764,286.6053026968142,287.3402155623798,285.94758359793775,284.4427861012513,286.59633462269943,287.04464969528743,287.4390247767099,286.5539311824182
112,286.6816584,284.5926781,287.2825162469365,,287.73572423520574,286.79197773515494,284.9776337,288.1087475082365,286.621245191659,286.6487386,287.0612273360519,285.9441151,284.59302560325153,286.4072391755653,286.9965130929471,287.5866517888414,286.57630274223936
113,286.7116858,284.6658487,287.2791914687356,,287.54338415556606,286.5130685290401,284.8500787,288.244934135841,286.6326569860261,286.7007448,287.2152477333217,285.9707199,284.802061624732,286.3764997177311,286.98249077454216,287.7976139242796,286.5113454296392
114,286.5234483,284.625007,287.2721935,,287.6171131819264,286.4534584,284.8691876,288.2898068803196,286.5311355,286.7647997,287.2597124264819,286.2994915,284.5661866234291,286.5048881871242,287.05300173248065,287.5592286,286.38548202263695
115,286.6609482,284.8728975,287.2526343,,287.72968261047106,286.7217556,284.8706893,288.1707245256654,286.6267054,286.7938747,287.13989788088844,286.4789879,284.76610822158005,286.5396075674989,287.1403068671891,287.7626574,286.41076152028603
116,286.5527502,284.9240209,287.30503645249524,,287.72379493447244,286.3740827837556,284.9819376,288.19168432293395,286.7718498236025,286.7578694,287.2832383935322,286.2820821,284.80348560671484,286.5825754793217,287.1387841786878,287.83815511748094,286.50531407139766
