Crowley 2000 Total Forcing updated April 2001 
---------------------------------------------------------------------
              World Data Center for Paleoclimatology, Boulder
                                and 
                   NOAA Paleoclimatology Program
---------------------------------------------------------------------
NOTE: PLEASE CITE ORIGINAL REFERENCE WHEN USING THIS DATA!!!!!

NAME OF DATA SET: Causes of Climate Change Over the Past 1000 Years
LAST UPDATE: 4/2001 (Addition of file forc-total-4.12.01.txt) 

CONTRIBUTORS: Thomas J. Crowley

IGBP PAGES/WDCA CONTRIBUTION SERIES NUMBER: 2000-045

SUGGESTED DATA CITATION: Crowley, T.J., 2000, Causes of Climate Change 
Over the Past 1000 Years, IGBP PAGES/World Data Center for Paleoclimatology 
Data Contribution Series #2000-045.  NOAA/NGDC Paleoclimatology Program, 
Boulder CO, USA. 

ORIGINAL REFERENCE: Crowley, T.J., 2000, Causes of Climate Change 
Over the Past 1000 Years, Science, v.289, pp 270-277, July 14, 2000.

GEOGRAPHIC REGION: Global 
PERIOD OF RECORD: 1000-1998 AD

FUNDING SOURCES: National Oceanic and Atmospheric Administration NA96GPO415 (USA), 
Department of Energy (USA) through Battelle/Pacific Northwest Laboratory.


DESCRIPTION:
(April 2001 versions of estimates of volcano, solar, 
greenhouse gas, and tropospheric (1000-1998) total forcing prior to accounting 
for the planetary albedo (Tab-delimited ASCII format).


April 2001 file forc-total-4.12.01.txt contains estimates of volcano, solar, 
greenhouse gas, and tropospheric (1000-1998) total forcing, prior to accounting 
for the planetary albedo.  All units are in W/m**2. 
hl in volcanic time series refers to the fact that eruptions of 
unknown origin have been assigned a high latitude (hl) origin. 
There are "tails" to most of the large eruptions that were 
determined based on the estimated e-folding time of the 
aerosols as being about 1 year. 
Sol.Be10 refers to the Beryllium 10 measurements of Bard et al. 
scaled to the Lean et al. changes over the last 400 years. 
GHG refers to greenhouse gases. 
Aer refers to tropospheric aerosols. 



Year	Vol.hl.cct	Sol.Be10/Lean.splice	GHG	Trop.aer
1883	-3.70	0.07	0.30	0.00
1884	-1.40	0.09	0.31	0.00
1885	0.00	0.08	0.32	0.00
1886	0.00	0.06	0.33	0.00
1887	0.00	0.05	0.34	0.00
1888	0.00	0.05	0.35	0.00
1889	0.00	0.05	0.35	0.00
1890	0.00	0.06	0.36	-0.10
1891	0.00	0.11	0.37	-0.10
1892	0.00	0.15	0.37	-0.11
1893	0.00	0.15	0.37	-0.12
1894	0.00	0.16	0.38	-0.13
1895	0.00	0.16	0.38	-0.13
1896	0.00	0.14	0.38	-0.13
1897	0.00	0.10	0.38	-0.14
1898	0.00	0.11	0.39	-0.16
1899	0.00	0.09	0.39	-0.16
1900	0.00	0.08	0.40	-0.15
1901	0.00	0.06	0.41	-0.15
1902	-3.60	0.05	0.42	-0.15
1903	-1.30	0.08	0.43	-0.15
1904	0.00	0.11	0.44	-0.17
1905	0.00	0.07	0.45	-0.18
1906	0.00	0.10	0.46	-0.19
1907	-0.37	0.08	0.47	-0.20
1908	0.00	0.09	0.48	-0.21
1909	0.00	0.09	0.49	-0.22
1910	0.00	0.07	0.50	-0.24
1911	0.00	0.07	0.51	-0.24
1912	-2.08	0.08	0.52	-0.23
1913	-0.80	0.09	0.52	-0.23
1914	-0.80	0.11	0.53	-0.23
1915	0.00	0.18	0.54	-0.23
1916	0.00	0.21	0.55	-0.25
1917	0.00	0.26	0.56	-0.26
1918	0.00	0.25	0.56	-0.26
1919	0.00	0.21	0.57	-0.26
1920	0.00	0.19	0.58	-0.27
1921	0.00	0.17	0.59	-0.28
1922	0.00	0.15	0.60	-0.29
1923	0.00	0.15	0.61	-0.30
1924	-1.31	0.15	0.62	-0.32
1925	-0.50	0.16	0.64	-0.32
1926	0.00	0.17	0.65	-0.31
1927	0.00	0.20	0.66	-0.31
1928	0.00	0.18	0.67	-0.31
1929	0.00	0.16	0.69	-0.31
1930	0.00	0.17	0.70	-0.31
1931	0.00	0.17	0.71	-0.31
1932	0.00	0.16	0.73	-0.33
1933	0.00	0.16	0.74	-0.34
1934	0.00	0.19	0.75	-0.34
1935	0.00	0.23	0.76	-0.34
1936	0.00	0.31	0.77	-0.34
1937	0.00	0.31	0.78	-0.34
1938	0.00	0.31	0.79	-0.34
1939	0.00	0.31	0.79	-0.34
1940	0.00	0.33	0.80	-0.34
1941	0.00	0.32	0.80	-0.34
1942	0.00	0.30	0.81	-0.35
1943	0.00	0.28	0.81	-0.36
1944	0.00	0.29	0.81	-0.36
1945	0.00	0.33	0.81	-0.36
1946	0.00	0.34	0.81	-0.38
1947	0.00	0.42	0.82	-0.39
1948	0.00	0.46	0.82	-0.39
1949	0.00	0.44	0.82	-0.39
1950	0.00	0.41	0.83	-0.39
1951	0.00	0.38	0.84	-0.42
1952	0.00	0.36	0.85	-0.45
1953	0.00	0.35	0.86	-0.46
1954	0.00	0.34	0.87	-0.47
1955	0.00	0.39	0.89	-0.49
1956	-0.41	0.50	0.90	-0.51
1957	0.00	0.56	0.92	-0.53
1958	0.00	0.54	0.94	-0.54
1959	0.00	0.48	0.96	-0.56
1960	0.00	0.49	0.98	-0.59
1961	-0.40	0.43	1.00	-0.61
1962	-0.28	0.39	1.03	-0.63
1963	-0.64	0.37	1.05	-0.65
1964	-1.19	0.33	1.08	-0.67
1965	-1.01	0.32	1.10	-0.69
1966	-0.66	0.35	1.13	-0.70
1967	-0.44	0.37	1.16	-0.71
1968	-0.85	0.38	1.19	-0.73
1969	-1.06	0.38	1.23	-0.74
1970	-0.51	0.35	1.26	-0.75
1971	-0.20	0.31	1.30	-0.76
1972	-0.11	0.33	1.33	-0.77
1973	-0.23	0.30	1.37	-0.78
1974	-0.38	0.30	1.41	-0.78
1975	-0.90	0.28	1.45	-0.78
1976	-0.41	0.28	1.49	-0.80
1977	-0.15	0.33	1.54	-0.82
1978	-0.22	0.46	1.58	-0.84
1979	-0.27	0.58	1.62	-0.84
1980	-0.16	0.59	1.67	-0.84
1981	-0.16	0.55	1.72	-0.85
1982	-2.41	0.48	1.76	-0.86
1983	-3.06	0.46	1.81	-0.88
1984	-1.18	0.40	1.85	-0.89
1985	-0.39	0.37	1.90	-0.89
1986	-0.44	0.37	1.94	-0.89
1987	-0.33	0.41	1.99	-0.89
1988	-0.20	0.53	2.03	-0.91
1989	-0.16	0.60	2.06	-0.92
1990	-0.16	0.60	2.10	-0.93
1991	-1.60	0.56	2.13	-0.95
1992	-3.73	0.51	2.16	-0.96
1993	-1.39	0.45	2.19	-0.97
1994	-0.56	0.39	2.22	-0.97
1995	-0.26	0.39	2.25	-0.97
1996	-0.18	0.37	2.31	-0.97
1997	-0.14	0.39	2.37	-0.99
1998	-0.07	0.46	2.43	-1.00
